pair_ID,sentence_A,sentence_B,relatedness_score,entailment_judgment
9702,A woman is showing a puppy to an infant,A woman is crouching down next to a dog and is smiling at a little girl sitting on the sidewalk,3.4,NEUTRAL
9703,A woman is crouching down next to a dog and is smiling at a little girl sitting on the sidewalk,A woman is showing a small cat to an infant,2.8,NEUTRAL
9704,A woman is showing a small dog to an infant,A woman is crouching down next to a dog and is smiling at a little girl sitting on the sidewalk,3.4,NEUTRAL
9708,A black and white dog is carrying a small stick on the green grass,A black and white dog is carrying a huge stick on the green grass,4,NEUTRAL
9709,A black and white dog is carrying a big stick on the green grass,A black and white dog with a large branch is running in the field,4.1,ENTAILMENT
9710,A black and white dog is carrying a small stick on the green grass,A black and white dog with a large branch is running in the field,3.5,NEUTRAL
9715,A boy wearing a striped shirt is running barefoot on the sandy hill,A girl wearing a striped shirt is running barefoot on the sandy hill,3.7,NEUTRAL
9717,A boy is running through the grass,A boy is running through the sand,4,NEUTRAL
9718,A boy wearing a striped shirt is running barefoot on the sandy hill,A boy is running on the beach,3.6,NEUTRAL
9719,A boy is running through the grass,A boy wearing a striped shirt is running barefoot on the sandy hill,3.3,NEUTRAL
9720,A kid wearing a striped shirt is running barefoot on the sandy hill,A boy is running through the sand,3.7,ENTAILMENT
9721,A boy is running through the sand,A girl wearing a striped shirt is running barefoot on the sandy hill,3.2,NEUTRAL
9723,A racer is leaning on a racing motorcycle,A man is leaning on a racing motorcycle,4.3,NEUTRAL
9726,The motorcycle racer is riding a red and black bike,No motorcycle racer is riding a red and black bike,3.8,CONTRADICTION
9730,The motorcycle racer is riding a red and black bike,A woman is leaning on a racing motorcycle,2.3,NEUTRAL
9731,The motorcycle racer is riding a red and black bike,A man is leaning on a racing motorcycle,2.7,NEUTRAL
9733,A woman is shooting at target practice,A man is shooting at target practice,3.6,NEUTRAL
9736,The woman is wearing ear protection and is firing a gun at an indoor shooting range,A woman is shooting at target practice,4.3,ENTAILMENT
9738,A woman is wearing ear protection and is firing a gun at an indoor shooting range,A woman is firing at target practice,4.1,ENTAILMENT
9744,A little boy is sticking his tongue out for the camera and another boy is looking on,A little boy is sticking his tongue out for the camera and another boy is not looking,4.2,CONTRADICTION
9746,Two young boys are looking up at the camera and one is sticking out his tongue,A little boy is sticking his tongue out for the camera and another boy is not looking,3.9,NEUTRAL
9748,Two young girl are looking up at the camera and one is sticking out his tongue,A little boy is sticking his tongue out for the camera and another boy is looking on,3.2,NEUTRAL
9749,A little boy is sticking his tongue out for the camera and another boy is looking on,Two young boys are looking up at the camera and one is sticking out his tongue,3.9,ENTAILMENT
9752,A dog is running on concrete and is holding a blue ball,A dog is running on concrete and is holding a ball,4.7,ENTAILMENT
9753,A dog is standing on concrete and is holding a blue ball,A dog is running on concrete and is holding a blue ball,4.2,NEUTRAL
9757,The small dog is walking outside and is carrying a colorful toy in its mouth,A dog is running on concrete and is holding a blue ball,3.6,NEUTRAL
9758,A dog is running on concrete and is holding a blue ball,The large dog is walking outside and is carrying a colorful toy in its mouth,3.6,NEUTRAL
9760,A little girl and a woman wearing a yellow shirt are getting splashed by a city fountain,A woman is playing the trumpet,1.7,NEUTRAL
9764,A boy is walking across a bridge,A person is stirring vegetables in a bowl,1,NEUTRAL
9765,There is no blond child holding a yellow bottle,Someone is playing the guitar,1,NEUTRAL
9766,A man is climbing a rope,There is no man holding a mask in his raised hand,1.2,NEUTRAL
9769,A tiger cub is roaring,Two dogs are playing outside,1.1,NEUTRAL
9770,A woman is taking two eggs out of a pot of water,A man is playing a trumpet,1,NEUTRAL
9773,The panda is not eating bamboo,A man on a bicycle is riding on one wheel only,1,NEUTRAL
9774,Skewers are being placed onto a rack by a woman,A dog is jumping high into the air in the country,1,NEUTRAL
9776,A boy wearing a striped shirt is running barefoot on the sandy hill,A woman is wearing a blue helmet and is riding a bicycle in a parking lot,1,NEUTRAL
9778,A dog is playing alone on a beach covered by snow,The buttons of a microwave are being pushed by a man,1,NEUTRAL
9780,A lion is slowly moving around,A person is slicing a carrot into pieces,1,NEUTRAL
9784,The woman is poking a potato,There is no man riding a motorcycle,1.1,NEUTRAL
9786,A dog is playing on the green grass,The man is not playing a guitar,1,NEUTRAL
9795,A man is playing a violin,A woman is cutting a white onion,1,NEUTRAL
9799,Pedestrians and cars are moving through a traffic jam in the big city,A man is breaking wooden boards with his hand,1,NEUTRAL
9800,A boy is standing next to the opening of a fountain,The man is standing on a rocky mountain and gray clouds are in the background,1.4,NEUTRAL
9803,A seated woman is singing a song and playing the guitar,The man isn't lifting weights,1,NEUTRAL
9805,"The girl, who is little, is swinging and the woman is standing behind",A red dog is jumping and catching a tennis ball in its mouth,1.2,NEUTRAL
9806,The woman is frying a breaded pork chop,The lady isn't breaking raw eggs into a bowl,2.4,NEUTRAL
9811,The man is playing the drums,The black bird is sitting in a leafless tree,1,NEUTRAL
9814,A father is pushing his daughter on a go-kart and another girl is watching,A white dog is standing on fallen leaves,1,NEUTRAL
9815,A man is mowing a lawn,A black and white dog is playing with a tattered volleyball in a brown field,1,NEUTRAL
9816,A white car is being driven by the man,A person playing football is running past an official carrying a football,1,NEUTRAL
9817,A woman is frying fish,Two women are wearing bikinis and are walking on the sand,1,NEUTRAL
9820,A surfer is riding the wave,There is no man tying a shoe,1,NEUTRAL
9821,A big dog and a small white dog are playing together,Two construction workers are sitting up on the top of a building,1,NEUTRAL
9825,The girl is carrying a sign and a group of people is following her,A woman is cleaning a man's face,1,NEUTRAL
9827,A woman is breaking eggs,A shirtless man is posing with a girl who is hiking in a park,1,NEUTRAL
9829,A man with tattoos is lounging on a couch and is looking for a pencil,A cow is eating hay,1,NEUTRAL
9836,Three men are sitting on a hill and looking at the mountains and sky,Some meat is being stitched together by a woman,1,NEUTRAL
9839,Two men are fighting,A couple of boys are playing a video game,1.3,NEUTRAL
9840,Two people are sitting comfortably on the bench,A man is playing soccer,1.2,NEUTRAL
9841,A boy next to some buckets of rags is holding something,A boy is walking across a bridge,1.7,NEUTRAL
9844,The man is doing a wheelie with a motorcycle on ground which is mostly barren,There is no child holding a squirt gun,1.4,NEUTRAL
9846,A man is not playing a guitar,A famous singer is dancing on the ceiling,1.8,NEUTRAL
9847,A woman is surfing,A fearful little boy is on a climbing wall,1,NEUTRAL
9851,A bike rider in a black and red uniform is standing on a dirt bike,Five adults are sitting on stone steps,1.1,NEUTRAL
9853,The piano is being played by a man,A blond child is going down a slide and throwing up his arms,1,NEUTRAL
9856,A cat is playing with a watermelon,A woman is looking at the view of a city,1,NEUTRAL
9859,The men are packing suitcases into the trunk of a car,The young boy is running through the ocean waves,1,NEUTRAL
9860,Cereal is being eaten by the man,The boy and the girl are playing and wearing arm floats,1,NEUTRAL
9863,A person in a black jacket is doing tricks on a motorbike,"The girl, who is little, is carefully combing her hair into a pony tail",1.3,NEUTRAL
9864,A large dog and a small dog are standing next to the kitchen counter and are investigating,A smiling boy in winter clothes is waving his mittened hands outside a building in the snow,1,NEUTRAL
9868,A fish is being sliced by a man,A cat is jumping into a box,1,NEUTRAL
9870,A white and tan dog is running through the tall and green grass,The lady is eating slices of meat,1,NEUTRAL
9874,A tiger is not walking around,Some people are walking,1.7,NEUTRAL
9875,The girl is trotting on the horse,A man on a motorcycle is not riding on one wheel,1,NEUTRAL
9876,A person is rinsing a steak with water,A man is buttering a slice of bread,1.7,NEUTRAL
9877,A man is putting garlic on some bread slices,A person is bowling the ingredients to the man at the mixer,2.2,NEUTRAL
9878,A baby is sneezing and scaring another baby,A young child with black hair is deleting a picture from the camera,1,NEUTRAL
9879,A homeless man is holding up a sign and is begging for money,The cat is hungrily drinking milk,1,NEUTRAL
9882,A girl wearing a striped shirt is running barefoot on the sandy hill,A lady is mixing a meat mixture in a bowl,1.2,NEUTRAL
9884,A child is smiling at the camera and swimming underwater,An animal is barking at a ball,1.1,NEUTRAL
9885,A young boy wearing a red swimsuit is jumping into a blue kiddies pool,A man is putting some food in a container,1,NEUTRAL
9886,Two children are stretching over some metal bars,A bike rider in a black and red uniform is standing on a dirt bike,1.3,NEUTRAL
9889,There is no woman beating two eggs in a bowl and using a whisk made of wire,A man wearing a dyed black shirt is sitting at the table and laughing,1.2,NEUTRAL
9893,A child is playing with a water spout outdoors and the rest of his family is watching,A man is standing beside a birdcage which is large and colorful,1.4,NEUTRAL
9895,The man is using a sledgehammer to break a concrete block that is on another person,A man and a woman are walking together through the woods,1,NEUTRAL
9897,A man and two women in a darkened room are sitting at a table with candles,A man is abruptly falling off a horse on a track laid in the wild,1.1,NEUTRAL
